"LIMIT_BAL","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default","AGE_GROUP_35_50","AGE_GROUP_50_65","AGE_GROUP_Over_65","SEX_2","EDUCATION_1","EDUCATION_2","EDUCATION_3","EDUCATION_4","EDUCATION_5","EDUCATION_6","MARRIAGE_1","MARRIAGE_2","MARRIAGE_3"
200000,0,0,0,0,0,0,270160,275565,282023,286199,265201,271381,11000,12003,11010,4738,10004,11004,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,17850,15528,13597,14088,13723,16318,2019,2000,1003,1000,3000,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
200000,-2,0,-1,-1,-2,-1,1488,2493,5261,993,2494,3890,2505,5268,996,2501,3896,5189,0,0,0,0,0,1,0,0,0,0,0,0,1,0
160000,-2,-2,-2,-2,-2,-2,2191,645,2102,5477,2258,1849,645,2118,5477,2276,1851,5543,0,0,0,0,1,0,1,0,0,0,0,0,1,0
160000,0,0,0,0,0,0,38660,38942,39787,40069,37647,38268,2500,1877,2000,3000,1400,5000,0,0,0,0,1,0,0,1,0,0,0,1,0,0
350000,0,0,0,0,0,0,311013,305633,301114,285750,289399,284597,11019,10728,9812,10397,10099,9967,0,1,0,0,1,0,1,0,0,0,0,1,0,0
310000,0,0,0,0,0,0,308105,303679,278488,256962,262381,278117,13088,9834,9500,9700,20200,11000,1,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,11463,12763,14149,15162,15463,15788,1500,1600,1252,553,574,747,0,0,1,0,1,0,0,1,0,0,0,1,0,0
230000,-1,-1,-1,-1,-1,-1,1219,283,1906,501,283,423,283,1906,501,283,423,283,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,41638,28145,24569,26244,11540,13348,2000,2000,2500,1000,2000,1014,0,1,0,0,0,0,1,0,0,0,0,0,1,0
360000,-1,0,0,0,0,0,5334,6849,68133,71708,58551,54678,3017,65009,6784,3041,5044,3042,1,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,91123,90056,88330,83948,82168,82304,3614,3223,3172,2743,3051,3081,0,1,0,0,1,0,0,1,0,0,0,1,0,0
90000,0,0,0,0,0,0,69542,64610,62725,57716,43970,36415,2366,4000,3000,2000,3480,15000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
30000,4,3,2,2,3,2,15847,15308,15910,16752,16197,16583,0,1150,1400,0,800,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,11665,12405,13355,13622,11550,11713,1232,1182,449,565,504,233,0,1,0,0,0,0,1,0,0,0,0,1,0,0
120000,0,0,0,0,0,0,10105,114804,117262,117427,116637,115794,106000,5800,5700,4400,8421,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
320000,-2,-2,-2,-2,-2,-2,2197,1376,3342,11970,9700,38473,1376,3343,11973,9700,38473,29757,0,1,0,0,1,1,0,0,0,0,0,0,1,0
200000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
50000,0,0,2,0,0,0,40067,43099,42133,43127,44210,45844,4000,0,2000,1800,2500,5500,1,0,0,0,1,1,0,0,0,0,0,0,1,0
170000,2,2,2,0,0,0,169057,170609,164777,166227,166199,169533,7500,0,7400,5978,6251,5872,0,0,0,0,1,1,0,0,0,0,0,0,1,0
110000,0,0,0,0,0,0,114023,102850,66639,57595,58814,60086,4097,3360,2100,2100,2200,3000,1,0,0,0,1,0,1,0,0,0,0,1,0,0
180000,0,0,0,0,0,0,177633,49202,136942,114632,117808,120302,5203,30023,10024,10000,4458,5000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
80000,0,0,0,0,0,-1,2227,3432,4416,5275,0,316,1250,1200,1000,0,316,31002,0,0,0,0,1,0,1,0,0,0,0,1,0,0
50000,0,0,0,-1,0,-1,30452,36919,24268,3210,3240,11095,6919,4322,3210,3240,11095,3345,0,0,0,0,1,1,0,0,0,0,0,0,1,0
150000,0,0,0,0,0,0,153720,150540,153103,152060,151470,151974,7000,7000,5200,5500,6300,5100,0,1,0,0,1,0,0,1,0,0,0,0,1,0
250000,0,-1,-1,-1,-1,-1,52874,1631,1536,1010,5572,794,1631,1536,1010,5572,794,1184,0,0,0,1,1,0,1,0,0,0,0,1,0,0
30000,0,0,0,0,0,0,23819,15367,10159,9859,8360,4101,1553,1033,381,384,404,1297,0,1,0,0,1,0,1,0,0,0,0,1,0,0
120000,-1,-1,-1,-1,0,-1,626,0,1252,1252,1252,626,0,1252,1252,0,626,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
100000,2,2,2,0,0,2,84196,74621,64930,58433,50859,40005,2300,2000,4500,3300,0,3500,1,0,0,0,0,0,1,0,0,0,0,1,0,0
150000,-2,-1,-1,-1,-1,-1,1879,69842,2777,945,-5,1951,69842,2785,947,0,1956,900,0,0,0,0,1,0,0,1,0,0,0,0,1,0
60000,-1,2,2,2,2,-1,2084,145,145,145,145,1195,0,0,0,0,1200,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
380000,-1,-1,-1,-2,-2,-2,3907,13253,-4,-4,-4,-4,13345,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150000,-2,-1,-1,-2,-2,-2,4015,499,-948,-1580,40197,316,501,632,0,1896,316,782,1,0,1,0,0,1,0,0,0,0,0,1,0,0
120000,0,-1,-1,-1,-1,-1,8505,4086,6389,4520,8708,1520,4086,6389,4520,8708,1520,1520,0,0,0,0,1,0,1,0,0,0,0,1,0,0
210000,0,0,0,0,0,0,200239,195025,165356,116351,95854,91173,9510,7000,10079,4500,3532,3500,0,0,0,0,1,1,0,0,0,0,0,1,0,0
70000,1,2,8,7,7,6,26181,37611,37026,38922,38318,38133,12000,0,2500,0,1000,1500,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150000,0,0,0,0,0,0,51261,138107,89238,49677,97028,38783,6000,7000,2200,48500,3600,3500,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,52045,49714,50908,49756,27702,27429,2000,2005,1432,1008,3007,2003,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30000,1,4,4,3,2,3,26185,29944,29399,28632,30363,29594,4518,206,0,2500,0,2000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
200000,-2,-2,-2,-2,-2,-2,2618,784,611,0,0,150,784,611,0,0,150,478,0,0,0,0,1,0,0,0,0,1,0,0,1,0
130000,-1,-1,-1,-1,-1,-1,1031,1583,776,776,776,776,1583,1000,776,776,776,12184,1,0,0,0,1,0,1,0,0,0,0,0,1,0
20000,0,0,0,0,0,0,26694,10298,9768,8798,9404,6864,1200,2000,2000,1000,1000,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20000,1,2,3,0,-1,0,9739,12322,47133,2748,12351,13927,3023,0,0,12351,4000,2000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
230000,0,0,0,0,0,0,33988,32803,32166,79780,58886,42295,2500,3007,51780,2025,1560,747,0,0,0,0,1,1,0,0,0,0,0,0,1,0
260000,0,0,0,0,0,0,62635,67553,69466,71310,73124,74949,6000,3000,3000,3000,3000,2734,0,0,1,0,0,1,0,0,0,0,0,1,0,0
120000,0,0,0,0,0,0,110934,99271,90066,80165,78108,77588,4432,2988,4492,2797,2991,2900,0,0,0,0,1,1,0,0,0,0,0,0,1,0
220000,2,2,2,2,2,2,124820,126740,121910,89608,53535,36312,6300,0,6000,2500,0,1500,1,0,0,0,0,1,0,0,0,0,0,0,1,0
80000,2,0,0,0,0,0,81228,76590,73327,69760,50642,48690,3400,2800,3038,2000,2000,2000,1,0,0,0,1,0,1,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,13572,10805,8623,8799,8468,8768,1188,3000,176,169,300,1200,0,1,0,0,1,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,0,0,8166,8783,9417,10002,9804,9626,1140,1164,1139,331,350,500,0,1,0,0,1,0,1,0,0,0,0,1,0,0
60000,0,0,0,0,0,0,60672,58929,60335,59384,60861,59241,2741,3000,2300,2600,2200,2665,0,1,0,0,1,0,1,0,0,0,0,0,1,0
270000,1,-2,-2,-2,-2,-2,-12,-12,-12,-12,-12,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130000,0,0,0,0,0,0,113613,112867,92617,94896,92347,94323,5847,3413,3872,3465,3627,5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50000,0,0,-1,0,0,0,45192,9920,16991,42996,18391,18490,5000,31991,1500,1200,10000,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80000,0,0,0,0,-1,0,78415,80093,74598,34712,40452,39762,3369,1688,694,44492,1455,1365,1,1,0,0,0,0,0,1,0,0,0,1,0,0
30000,0,0,0,0,0,0,51261,6628,9222,6368,1000,3070,2205,2111,2376,0,2070,1683,0,0,0,0,1,0,1,0,0,0,0,0,1,0
50000,0,0,0,-1,-1,-2,17528,17921,0,940,0,0,1000,0,940,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
100000,2,2,2,2,0,0,68436,66783,74555,72759,74131,75603,0,9557,0,2700,2707,3120,1,0,0,0,0,0,0,1,0,0,0,0,1,0
50000,0,0,0,0,0,0,47505,48471,44301,19052,17569,17976,2100,2100,800,1000,700,818,1,1,0,0,0,0,1,0,0,0,0,0,1,0
240000,1,0,-1,-1,-1,-1,0,1748,0,14944,968,10408,1748,0,14944,968,10408,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,45504,46223,12761,7477,8372,9240,2000,2043,1000,1000,1390,1150,0,0,0,0,1,0,1,0,0,0,0,0,1,0
240000,0,0,0,0,-2,-2,233438,240715,246000,-150,-150,-150,11250,10950,0,0,0,672,0,1,0,0,1,0,1,0,0,0,0,1,0,0
180000,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,466,1,0,1,0,0,0,1,0,0,0,0,1,0,0
10000,1,2,2,0,0,0,4437,5355,6113,8012,8873,9229,1150,1000,2000,1000,500,500,0,1,0,0,0,0,1,0,0,0,0,1,0,0
30000,2,3,2,2,2,0,32704,31895,31091,31002,29879,38783,0,0,2300,0,996,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40000,0,0,0,0,0,0,37408,37681,37987,37100,37098,37846,1931,1888,1458,1489,1510,1505,0,0,0,0,0,0,1,0,0,0,0,0,1,0
280000,-1,-1,-1,-1,-1,-1,1323,445,393,294,223,13635,445,393,294,223,13635,16192,0,0,1,0,0,1,0,0,0,0,0,1,0,0
50000,1,2,2,2,0,0,20091,20175,22718,22057,23044,24990,5549,3200,0,1500,2340,924,1,0,0,0,1,1,0,0,0,0,0,0,1,0
170000,0,0,0,0,0,0,108426,109889,84897,82608,84388,86096,3600,3111,3000,3100,3101,3306,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,0,0,0,2,2,0,15096,16541,18356,18181,18285,10220,2000,2400,420,600,600,500,1,0,1,0,0,0,1,0,0,0,0,0,1,0
100000,0,0,0,0,0,0,89842,82669,70018,57847,43618,38715,4025,2511,1523,1292,1236,627,0,1,0,0,1,0,1,0,0,0,0,0,1,0
200000,0,0,0,0,0,0,127843,131352,130884,132142,118084,114281,6579,4734,4368,4183,4227,4066,0,0,0,0,1,0,1,0,0,0,0,0,1,0
220000,-1,2,-1,-1,-1,-1,792,396,396,396,396,546,0,396,396,396,546,396,0,1,0,0,0,1,0,0,0,0,0,0,1,0
90000,0,0,0,0,0,0,74818,57334,49899,37251,33061,30869,2400,1502,2006,1500,1500,1500,0,0,0,0,1,0,0,1,0,0,0,0,1,0
150000,2,2,0,0,0,0,156286,148841,134757,85874,84665,78130,57,6203,2819,3109,2842,3024,0,0,0,0,0,0,1,0,0,0,0,1,0,0
130000,0,0,0,0,0,2,74020,71527,66370,43882,41063,29215,5000,3000,2500,4100,0,5000,0,1,0,0,1,0,0,1,0,0,0,1,0,0
30000,2,0,0,0,-2,-2,28541,16436,18146,0,0,0,1385,5000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
60000,0,0,0,0,0,0,59703,59837,48187,42658,40587,40605,2047,2168,1642,1563,1600,1486,0,1,0,0,0,0,1,0,0,0,0,1,0,0
200000,1,2,0,0,0,0,134625,98699,74015,54472,50540,46486,341,8024,5000,8000,1821,5000,0,0,0,0,0,0,1,0,0,0,0,1,0,0
140000,0,0,0,0,0,0,35806,36823,36285,36683,37150,41210,3000,1580,1294,1355,5000,5000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
80000,2,2,2,0,0,0,81882,81814,78353,78814,49062,48764,3650,0,3328,1888,1787,1960,1,0,0,0,0,0,1,0,0,0,0,1,0,0
350000,0,0,0,0,0,0,249663,230738,232382,234254,211309,210897,8026,9503,9015,7511,4824,7361,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,80533,42126,44370,85115,69011,70460,1816,3060,69000,2578,2671,2888,0,0,0,0,1,0,1,0,0,0,0,0,1,0
60000,0,0,0,0,0,0,34364,34246,13266,19876,19274,17923,5000,1029,19507,1000,358,3045,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50000,0,0,0,0,0,-1,15639,10504,11824,13018,12303,18584,1200,1500,1500,281,18584,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0
100000,2,2,2,2,2,0,72437,74645,76063,77224,75385,78991,4000,3200,3000,0,5000,3200,1,1,0,0,0,1,0,0,0,0,0,1,0,0
150000,-1,2,-1,-1,-1,-1,1280,390,390,780,1746,0,0,390,780,1746,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
450000,-1,-1,-1,-2,-2,-1,1270,1570,0,0,0,144,1580,0,0,0,144,236,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130000,0,0,0,0,0,0,125989,127884,128231,127677,125675,127318,6500,6500,6201,5000,5500,5100,0,0,0,0,1,0,1,0,0,0,0,1,0,0
320000,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,-400,0,0,0,1,400,6083,1,0,0,0,1,1,0,0,0,0,0,0,1,0
200000,-1,-1,-1,-1,-1,-1,855,0,316,8386,316,10104,0,316,8386,8896,10104,955,0,1,0,0,0,1,0,0,0,0,0,1,0,0
230000,-1,-1,0,0,-2,-1,500,14883,33151,0,0,469,14883,20757,0,0,469,716,0,1,0,0,1,0,0,1,0,0,0,1,0,0
320000,-1,-1,-1,0,0,0,331,1081,6144,14977,9473,8002,1085,6146,9473,0,5,1386,1,0,0,0,1,1,0,0,0,0,0,0,1,0
300000,2,0,0,0,2,0,51893,53056,54176,60363,59973,60399,2000,2000,7100,0,2000,994,0,1,0,0,1,0,1,0,0,0,0,1,0,0
440000,0,0,0,0,0,0,186061,232558,312398,222336,223882,130672,50000,100448,7015,6422,6086,4000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
50000,0,0,0,0,0,0,45002,46053,45120,45870,46975,49284,2100,2100,1800,2000,3100,1300,0,0,0,0,0,0,0,1,0,0,0,0,1,0
340000,-1,-1,0,-1,-1,-1,507,892,5221,7627,580,999,892,5269,8193,596,999,176340,0,1,0,0,1,0,1,0,0,0,0,1,0,0
420000,0,0,0,0,0,0,253454,247743,229049,220951,210606,188108,9744,9553,7603,7830,7253,11326,0,0,0,0,0,0,1,0,0,0,0,1,0,0
350000,-1,-1,-1,-1,-1,-1,57956,15987,36582,8197,14494,54284,15987,36607,8243,14494,54284,6702,0,1,0,0,1,1,0,0,0,0,0,1,0,0
50000,0,0,0,0,0,0,50511,50478,50146,49685,50252,9958,1785,2341,2128,344,359,800,0,0,0,0,0,0,1,0,0,0,0,0,1,0
240000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
160000,-1,-1,0,0,0,0,3090,52125,26325,29638,35474,38190,5549,5000,7000,8000,5000,1200,0,1,0,0,0,0,1,0,0,0,0,0,1,0
150000,0,0,0,0,0,0,121544,123615,126733,130241,132466,134808,5000,4533,5000,3724,3829,3900,0,1,0,0,0,0,0,1,0,0,0,1,0,0
200000,0,0,0,0,0,0,106519,107255,111522,114171,115777,118749,4000,6000,6000,5000,5000,11500,0,0,0,0,1,1,0,0,0,0,0,0,1,0
300000,-1,-1,-1,-1,-1,-1,649,949,1938,81,671,8067,949,1938,81,671,8067,1513,0,0,0,0,0,1,0,0,0,0,0,1,0,0
280000,0,0,0,-2,-2,-2,198823,206000,0,0,0,0,10000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
320000,0,0,0,0,0,0,38332,63396,66871,69339,31525,30861,30000,4700,3000,5000,5000,7000,0,1,0,0,1,0,1,0,0,0,0,1,0,0
30000,-1,-1,-1,-1,-1,-1,3761,7215,2730,1770,0,11242,7231,2732,1770,0,11242,2000,0,0,0,0,1,0,1,0,0,0,0,1,0,0
80000,1,-1,2,-1,0,0,-12,2321,60,5182,2792,189,2333,0,5182,0,0,2597,0,0,0,0,1,1,0,0,0,0,0,0,1,0
70000,1,2,2,2,0,0,70736,72014,72215,70779,62525,71427,3000,2200,0,3000,10000,10000,1,0,0,0,1,0,1,0,0,0,0,0,1,0
260000,0,0,0,0,0,0,34405,52512,52263,52261,52140,52615,20000,1826,1971,2000,2500,2000,0,0,0,0,1,0,1,0,0,0,0,0,1,0
240000,-1,-1,-1,-1,-1,0,1386,1207,1357,1559,23506,21532,1207,1357,1559,23506,1603,1407,0,0,0,0,1,0,0,1,0,0,0,1,0,0
20000,-1,-1,-1,2,-1,-1,626,626,1252,626,626,776,626,1252,0,626,776,626,1,1,0,0,1,0,0,1,0,0,0,1,0,0
20000,0,0,2,2,2,2,7384,9356,9400,10085,9785,10481,2108,352,837,0,855,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
50000,-1,-1,-2,-2,-2,-1,1618,0,0,0,0,3702,0,0,0,0,3702,4817,0,1,0,0,1,1,0,0,0,0,0,0,1,0
200000,-2,-2,-2,-2,-2,-2,2364,442,33442,2140,964,2075,442,33448,2140,964,2075,7511,0,0,0,0,1,1,0,0,0,0,0,0,1,0
20000,-1,-1,-1,-1,0,0,2522,169,1261,1170,780,390,169,1261,1170,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
210000,2,-1,-1,0,-1,-1,1172,380,1552,776,776,1359,380,1552,0,776,1359,20302,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60000,1,2,2,2,2,3,5601,5366,6772,6515,7906,7487,0,1500,0,1500,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
280000,-1,-1,-1,-1,-1,-1,6585,4308,0,1265,1627,204,4308,0,1265,1638,204,3908,0,0,0,0,1,1,0,0,0,0,0,0,1,0
220000,-1,-1,-2,-1,-1,-2,38746,0,0,110699,0,0,0,0,110699,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
100000,-1,-1,-1,-1,-1,-1,396,0,1967,5476,396,811,0,1967,7142,396,811,817,0,0,0,0,1,0,1,0,0,0,0,0,1,0
190000,0,0,0,0,0,0,113516,116157,115639,115849,118313,119973,6000,5581,4237,4423,5000,8888,0,1,0,0,1,0,0,1,0,0,0,1,0,0
120000,0,0,0,0,0,-2,61673,60679,61943,58744,-36156,-36156,2345,3419,5026,15651,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
100000,0,0,0,0,0,0,177961,108173,15697,11353,9306,9693,3082,2022,1000,1000,500,300,1,1,0,0,1,0,1,0,0,0,0,0,1,0
160000,-1,-1,-2,-2,-2,-2,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
170000,-1,-1,-1,-1,-1,-1,16089,5454,8846,920,380,4765,5455,8866,921,381,4801,1632,0,1,0,0,1,0,0,1,0,0,0,0,1,0
290000,0,0,0,2,0,0,273270,272944,286497,279146,179536,79060,12022,24000,3,10023,10000,5000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
240000,0,0,0,0,0,-1,23486,19867,14653,8626,0,1128,3000,2000,0,1790,1128,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
130000,0,0,0,0,0,0,89003,91362,72197,49654,28065,27500,4100,3095,1630,561,600,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
210000,0,0,0,0,0,0,40985,41028,42041,42842,43757,45403,1987,2000,1800,1757,2533,2030,1,0,0,0,0,0,1,0,0,0,0,0,1,0
450000,-2,-2,-2,-2,-2,0,-81,15029,-1318,-9157,-20753,-22680,15110,40,258,9,23,27,0,0,0,1,0,0,1,0,0,0,0,1,0,0
220000,0,0,0,0,0,0,62770,86968,57675,75892,49548,35530,40000,25000,25000,10000,10000,10000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80000,0,0,2,0,0,0,40931,44374,43365,44143,45079,45977,4100,0,1800,1800,1800,2000,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50000,2,2,0,0,0,0,48580,47112,30246,26953,27249,27521,5549,1500,1000,986,986,996,0,0,1,0,0,0,1,0,0,0,0,1,0,0
80000,1,-2,-2,-1,0,0,0,0,0,23374,24836,26412,0,0,23374,2000,2000,13000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60000,0,0,0,0,0,0,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,0,1,0,0,0,0,1,0,0,0,0,1,0,0
220000,-1,-1,-1,-1,0,-1,1051,735,419,1470,1154,735,735,419,1470,0,735,2205,1,0,0,0,1,0,1,0,0,0,0,0,1,0
130000,-1,-1,2,2,2,0,767,9637,8256,14890,13742,7630,9804,0,7600,0,5000,10000,1,1,0,0,1,1,0,0,0,0,0,1,0,0
160000,-1,-1,-1,-1,-1,-1,390,390,390,520,540,390,390,390,520,560,390,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
80000,0,0,0,0,0,0,12171,11554,7830,4305,5427,6180,1500,1218,311,1351,1000,2000,1,1,0,0,1,0,0,1,0,0,0,1,0,0
30000,-2,-1,2,-1,-1,-1,0,2343,126,4462,0,150,2343,0,4462,0,150,860,0,0,0,0,1,0,1,0,0,0,0,0,1,0
130000,0,0,2,2,2,2,23997,26733,26942,26210,27982,27383,3440,941,0,2197,0,910,1,1,0,0,1,0,0,1,0,0,0,1,0,0
70000,0,0,0,0,0,0,64527,59996,57417,54558,58968,63456,2519,5015,4000,5950,6000,2507,0,0,1,0,0,0,0,1,0,0,0,1,0,0
100000,0,0,0,0,0,0,58430,36846,35538,34958,34039,33650,2000,2000,2000,2000,2000,20000,0,1,0,0,0,0,0,1,0,0,0,0,1,0
260000,0,0,0,0,0,0,170276,164617,150188,138975,134225,128321,6200,6000,6000,5006,5006,6006,1,0,0,0,0,0,1,0,0,0,0,0,1,0
200000,-1,-1,-1,-1,-1,-1,1801,181,4095,5711,21420,6719,181,4126,5050,21520,6719,150,0,1,0,0,1,0,0,1,0,0,0,0,1,0
160000,0,0,-2,-2,-2,-2,2524,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
90000,0,0,0,0,0,0,23730,24693,6470,9882,28283,27893,2000,5000,5000,25000,22000,5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
180000,0,0,0,0,0,0,134797,134041,132295,130166,129158,127963,5000,4600,4600,4700,4972,5000,0,0,0,0,1,1,0,0,0,0,0,0,1,0
50000,1,3,2,2,2,2,50180,49089,48935,18243,20285,17175,0,1266,0,2301,0,748,0,1,0,0,0,0,1,0,0,0,0,0,1,0
20000,-1,2,2,-1,-1,0,1836,1651,0,390,1170,780,0,0,390,1170,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
210000,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
10000,0,0,0,0,0,0,5807,6974,7838,9002,9182,9729,1270,1134,1298,478,847,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
200000,-1,0,-1,0,-1,-1,8143,39869,38685,22125,17778,24354,39100,38759,102,4738,25125,35031,0,1,0,0,0,0,1,0,0,0,0,1,0,0
410000,0,0,0,0,0,-1,54326,23223,25865,21619,19336,1433,5000,15014,5034,10006,1433,371,0,1,0,0,1,1,0,0,0,0,0,1,0,0
20000,1,2,0,0,0,2,19739,19137,19857,15422,19279,9537,0,1200,0,9537,4824,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
40000,2,2,2,2,2,0,25561,26343,25635,28100,27352,27862,1500,0,2900,0,1100,2400,1,1,0,0,1,0,1,0,0,0,0,1,0,0
160000,0,0,2,2,-1,2,4024,6484,3503,-473,3757,3286,3000,0,0,4700,0,3000,1,1,0,0,0,1,0,0,0,0,0,1,0,0
50000,0,0,0,-1,0,0,20606,18750,0,31288,27335,30626,2000,0,95000,1000,3700,16,0,1,0,0,1,0,1,0,0,0,0,1,0,0
360000,0,0,0,0,0,0,118368,124934,131328,137605,140729,146194,10000,10000,10000,5500,8000,6000,0,1,0,0,1,0,1,0,0,0,0,1,0,0
280000,2,2,2,2,2,0,254307,257669,226452,215692,194206,185854,9100,5509,7604,0,9200,6400,0,0,0,0,1,0,1,0,0,0,0,0,1,0
60000,1,2,0,0,0,0,61278,59106,54647,56071,29199,29815,17,2249,2604,983,1023,1003,0,0,1,0,1,0,1,0,0,0,0,0,1,0
500000,-1,-1,0,0,0,0,5946,132696,141204,160275,138067,117049,140000,25012,40022,3024,0,90000,0,1,0,0,1,1,0,0,0,0,0,0,1,0
80000,0,-1,-1,-1,-1,-1,8900,1136,720,478,219,0,1136,727,478,219,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
470000,-1,-1,-1,-1,0,0,4007,3201,14509,21168,14501,8726,3201,14509,21168,0,1528,6970,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30000,2,0,0,2,2,0,11436,12439,14911,15819,15346,16666,1500,3000,1500,0,1500,2000,1,1,0,0,1,0,1,0,0,0,0,1,0,0
90000,0,0,0,0,0,2,30639,25390,27618,26382,27546,17660,2913,9000,0,2000,0,10639,0,0,0,0,1,1,0,0,0,0,0,0,1,0
80000,2,0,0,0,0,0,76123,54669,28674,28240,28540,27934,2000,1500,1200,1300,1200,1200,0,1,0,0,0,0,1,0,0,0,0,0,0,1
250000,-2,-2,-2,-2,-2,-2,331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
20000,-1,-1,0,-1,0,-1,4584,4005,5677,688,1688,61,4005,4078,1237,1000,61,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
290000,0,0,0,0,0,0,277227,279189,265077,241284,102450,104544,10681,15089,8801,7450,4544,4028,0,0,0,0,0,1,0,0,0,0,0,0,1,0
200000,-1,-1,-1,-1,-1,-1,950,950,950,950,0,1900,950,950,950,0,1900,950,0,1,0,0,1,1,0,0,0,0,0,1,0,0
210000,1,-1,-1,-2,-2,-1,0,1422,0,0,0,478,1422,0,0,0,478,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
300000,-2,-2,-1,0,0,0,-904,1096,928,2264,3090,5056,2000,1072,1500,1000,2000,5182,0,1,0,0,1,0,1,0,0,0,0,0,1,0
